Kuupäev,Fond,Lühinimi,ISIN,Maht,Muutus..
12.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8428971,397.37
13.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8436572,397.82
14.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8458970,399.15
15.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8501757,401.67
16.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8486918,400.79
19.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8465950,399.56
20.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8437898,397.9
21.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8418800,396.77
22.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8420844,396.9
23.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8401191,395.74
26.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8365685,393.64
27.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8320803,390.99
28.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8296317,389.55
29.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8280330,388.6
30.09.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8289884,389.17
03.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8326569,391.33
04.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8382160,394.61
05.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8377213,394.32
06.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8325825,391.29
07.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8290321,389.19
10.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8261674,387.5
11.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8202064,383.99
12.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8233441,385.84
13.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8260771,387.45
14.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8270342,388.01
17.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8223337,385.24
18.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8224374,385.3
19.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8222286,385.18
20.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8187653,383.14
21.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8169473,382.06
24.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8176746,382.49
25.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8229894,385.63
26.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8270630,388.03
27.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8308096,390.24
28.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8344336,392.38
31.10.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8322524,391.09
01.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8303166,389.95
02.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8321718,391.05
03.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8308255,390.25
04.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8258691,387.33
07.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8230094,385.64
08.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8236397,386.01
09.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8258343,387.31
10.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8329622,391.51
11.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8360602,393.34
14.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8347415,392.56
15.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8389237,395.03
16.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8431191,397.51
17.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8447721,398.48
18.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8454182,398.86
21.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8476861,400.2
22.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8480564,400.42
23.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8488802,400.91
24.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8519377,402.71
25.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8524940,403.04
28.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8486998,400.8
29.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8503698,401.78
30.11.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8513363,402.35
01.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8531712,403.44
02.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8569131,405.65
05.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8555684,404.85
06.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8569172,405.65
07.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8591580,406.97
08.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8590174,406.89
09.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8568935,405.63
12.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8539857,403.92
13.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8547381,404.36
14.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8575328,406.01
15.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8501270,401.64
16.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8442340,398.16
19.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8411736,396.36
20.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8387513,394.93
21.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8369446,393.86
22.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8354000,392.95
23.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8332629,391.69
27.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8311182,390.42
28.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8304552,390.03
29.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8275728,388.33
30.12.2022,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8269065,387.94
02.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8203910,384.09
03.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8157253,381.34
04.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8189499,383.24
05.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8204398,384.12
06.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8209146,384.4
09.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8225685,385.38
10.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8213009,384.63
11.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8218030,384.93
12.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8300495,389.79
13.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8372708,394.05
16.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8356720,393.11
17.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8349476,392.68
18.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8416478,396.64
19.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8435177,397.74
20.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8392928,395.25
23.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8895978,424.93
24.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8888090,424.47
25.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8917040,426.17
26.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8902241,425.3
27.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8878570,423.9
30.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8859669,422.79
31.01.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8850232,422.23
01.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8853436,422.42
02.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8898040,425.05
03.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8953425,428.32
06.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8900207,425.18
07.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8881593,424.08
08.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8863638,423.02
09.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8860892,422.86
10.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8865402,423.13
13.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8879987,423.99
14.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8899712,425.15
15.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8860608,422.84
16.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8828723,420.96
17.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8833505,421.25
20.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8843592,421.84
21.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8814109,420.1
22.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8798203,419.16
23.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8813386,420.06
27.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8789606,418.66
28.02.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8747553,416.17
01.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8734193,415.39
02.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8708983,413.9
03.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8712516,414.11
06.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8708191,413.85
07.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8721270,414.62
08.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8744103,415.97
09.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8753627,416.53
10.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8787875,418.55
13.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8892474,424.73
14.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8888371,424.48
15.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8870080,423.4
16.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8931851,427.05
17.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8950002,428.12
20.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,9005040,431.37
21.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8974068,429.54
22.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8915679,426.09
23.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8919587,426.33
24.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,9000433,431.1
27.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8977369,429.73
28.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8950804,428.17
29.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8915103,426.06
30.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8895252,424.89
31.03.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8897099,425
03.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8918768,426.28
04.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8926616,426.74
05.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8958471,428.62
06.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8993096,430.66
10.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8992664,430.64
11.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8955577,428.45
12.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8947144,427.95
13.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8967590,429.16
14.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8955007,428.42
17.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8901209,425.24
18.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8890072,424.58
19.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8886320,424.36
20.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8881744,424.09
21.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8889907,424.57
24.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8872890,423.57
25.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8897954,425.05
26.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8923043,426.53
27.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8912431,425.9
28.04.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8913978,425.99
02.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8750272,416.33
03.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8668654,411.52
04.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8677293,412.03
05.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8683284,412.38
08.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8649875,410.41
09.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8649726,410.4
10.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8654208,410.67
11.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8695896,413.13
12.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8740034,415.73
15.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8721857,414.66
16.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8713780,414.18
17.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8702097,413.49
18.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8700470,413.4
19.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8638013,409.71
22.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8650365,410.44
23.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8642792,409.99
24.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8654315,410.67
25.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8641076,409.89
26.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8613116,408.24
29.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8615973,408.41
30.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8648776,410.35
31.05.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8724561,414.82
01.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8746665,416.12
02.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8743056,415.91
05.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8718441,414.46
06.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8706308,413.74
07.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8707521,413.81
08.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8673387,411.8
09.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8693134,412.96
12.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8708215,413.85
13.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8704361,413.63
14.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8694766,413.06
15.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8729636,415.12
16.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8711364,414.04
19.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8723854,414.78
20.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8725302,414.86
21.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8738541,415.64
22.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8729383,415.1
26.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8769876,417.49
27.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8778814,418.02
28.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8759725,416.89
29.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8757608,416.77
30.06.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8723824,414.77
03.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8738065,415.61
04.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8724818,414.83
05.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8722545,414.7
06.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8678761,412.11
07.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8646492,410.21
10.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8637410,409.67
11.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8636981,409.65
12.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8680867,412.24
13.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8764832,417.19
14.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8785779,418.43
17.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8773667,417.71
18.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8807777,419.73
19.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8826898,420.86
20.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8815141,420.16
21.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8836722,421.44
24.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8855109,422.52
25.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8860499,422.84
26.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8853334,422.42
27.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8860249,422.82
28.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8836770,421.44
31.07.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8834863,421.33
01.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8832407,421.18
02.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8818245,420.35
03.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8809805,419.85
04.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8794459,418.94
07.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8805968,419.62
08.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8832210,421.17
09.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8844180,421.88
10.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8829908,421.03
11.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8798053,419.15
14.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8846562,422.02
15.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8883761,424.21
16.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8859381,422.77
17.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8857816,422.68
18.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8864918,423.1
21.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8862589,422.96
22.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8855757,422.56
23.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8906962,425.58
24.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8940426,427.55
25.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8934994,427.23
28.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8921186,426.42
29.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8919834,426.34
30.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8932649,427.1
31.08.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8947410,427.97
01.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8908290,425.66
04.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8775818,417.84
05.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8764273,417.16
06.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8754576,416.59
07.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8743451,415.93
08.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8761785,417.01
11.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8750536,416.35
12.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8742671,415.89
13.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8776138,417.86
14.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8825231,420.76
15.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8822803,420.61
18.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8782541,418.24
19.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8768388,417.4
20.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8762172,417.04
21.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8761711,417.01
22.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8757262,416.75
25.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8748510,416.23
26.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8740111,415.73
27.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8741663,415.83
28.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8688344,412.68
29.09.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8706031,413.72
02.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8714017,414.19
03.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8698130,413.26
04.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8667549,411.45
05.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8684299,412.44
06.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8682148,412.31
09.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8685577,412.52
10.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8719544,414.52
11.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8744434,415.99
12.10.2023,Tuleva Maailma Võlakirjade Pensionifond,TUK00,EE3600109443,8798909,419.2
